IssueID,RelatedPrID,IssueCategory,Participants,IsMPLF,SentimentScore
36941,[39375],Build bug,13,1,-0.2857142857142857
36977,[41368],Algorithm design bug,6,1,-0.2857142857142857
37084,[37214],Data bug,3,1,1.6
37117,[37513],Test bug,1,1,-0.6666666666666666
37141,[48169],Data bug,4,0,-0.2857142857142857
37154,[37337],Version compatibility bug,7,1,0.5714285714285714
37157,[37569],Algorithm design bug,2,1,-1.5
37182,[37307],Version compatibility bug,1,0,-0.5
37248,[37280],Test bug,4,0,0.0
37403,[38046],Processor bug,5,1,-0.06666666666666667
37490,[37869],Test bug,2,0,-0.3333333333333333
37499,[37642],Data bug,4,1,0.16666666666666666
37530,[38130],Deployment bug,5,0,-0.2857142857142857
37558,[39004],Test bug,1,0,-4.0
37584,[38796],Build bug,6,1,0.4090909090909091
37668,[39116],Deployment bug,3,1,-0.16
37672,[37785],Algorithm design bug,2,1,0.25
37725,[38904],Algorithm design bug,7,1,0.4
37819,[38003],Code bug,1,0,3.0
37844,[37881],Algorithm design bug,3,1,0.0
37996,[38025],Data bug,3,0,-1.0
38018,[38216],Processor bug,3,1,0.2
38024,[38178],Build bug,5,0,-0.05
38081,[38368],Deployment bug,2,0,1.0
38111,[38112],Build bug,1,0,3.0
38207,[38772],Deployment bug,4,1,1.8
38336,[38983],Deployment bug,1,1,0.0
38401,[38969],Deployment bug,1,0,1.6666666666666667
38410,[38947],Test bug,2,0,0.6
38479,[38741],Data bug,4,0,1.0
38555,39794,Deployment bug,2,1,0.6875
38605,[38615],Version compatibility bug,3,0,1.75
38607,[47262],Code bug,8,0,-0.21428571428571427
38731,[46601],Test bug,2,1,1.0
38771,[38943],Processor bug,1,1,0.0
38861,[38862],Build bug,1,0,1.0
38966,[39347],Memory bug,4,0,-0.5714285714285714
38986,38992,Processor bug,2,1,0.5
39210,[40348],Deployment bug,5,1,0.8461538461538461
39281,[39301],Data bug,3,1,-0.5
39327,[39334],Build bug,1,0,0.0
39461,[39475],Documentation bug,2,0,2.5
39520,[44562],Data bug,5,0,0.1
39620,[39622],Build bug,2,0,0.0
39694,[46878],Performance bug,1,1,0.0
39734,[39841],Build bug,4,0,0.5
39784,[51940],Algorithm design bug,4,1,0.08
39989,[39994],Build bug,1,0,1.0
40023,[41426],Processor bug,3,1,1.0
40032,[40545],Processor bug,5,1,0.2222222222222222
40083,[40491],Code bug,2,0,0.0
40118,[40132],Data bug,2,1,0.0
40131,40665,Algorithm design bug,1,1,0.0
40157,[40412],Documentation bug,5,0,0.6
40223,[40235],Documentation bug,2,0,1.0
40287,[40451],Data bug,5,0,0.5
40350,[41093],Deployment bug,2,0,3.0
40362,[42715],Algorithm design bug,4,0,0.6
40366,[40369],Build bug,2,0,0.0
40553,[41002],Data bug,4,1,0.35714285714285715
40560,[40991],Documentation bug,3,0,0.25
40580,[41698],Data bug,2,1,0.8
40771,[40897],Deployment bug,2,0,0.5
40986,[42360],Processor bug,2,1,0.0
41047,[41097],Data bug,2,1,-1.6666666666666667
41261,[46179],Test bug,3,0,0.5714285714285714
41306,[74521],Performance bug,8,1,0.6976744186046512
41340,[41824],Memory bug,4,1,-0.5
41393,[41397],Test bug,5,0,0.3125
41402,[41523],Test bug,1,0,3.0
41473,[41841],Processor bug,7,1,-0.13333333333333333
41592,[60976],Build bug,13,1,0.21875
41680,[42500],Visualization bug,2,0,-2.0
41767,[41819],Algorithm design bug,3,1,-0.5
41768,[46700],Data bug,4,1,1.5
41776,[42825],Data bug,5,1,2.0
41779,[48122],Algorithm design bug,2,1,0.6666666666666666
41780,[42550],Data bug,4,1,-0.2
41817,[43553],Data bug,2,1,0.6666666666666666
41865,[42341],Performance bug,5,0,0.5454545454545454
41882,42121,Deployment bug,3,1,0.0
41886,[42064],Build bug,3,0,2.7777777777777777
41966,[43668],Algorithm design bug,2,0,-0.75
42003,[49286],Documentation bug,4,0,2.2
42062,[47440],Data bug,2,0,1.0
42125,[51649],Deployment bug,6,0,-0.4444444444444444
42153,[42702],Data bug,3,1,-0.6666666666666666
42163,[57536],Deployment bug,6,0,0.5384615384615384
42213,[42826],Performance bug,5,0,1.0
42218,[58618],Algorithm design bug,12,1,-0.2
42239,[42333],Deployment bug,5,0,0.0
42242,[42290],Version compatibility bug,3,0,2.3333333333333335
42271,[50141],Build bug,6,0,0.36363636363636365
42282,[43505],Processor bug,3,1,0.0
42292,[43275],Deployment bug,4,1,-0.4
42305,[42356],Version compatibility bug,3,0,-1.0
42364,[42649],Version compatibility bug,4,1,-0.2777777777777778
42406,[42412],Build bug,5,0,1.0
42418,[42425],Processor bug,4,1,2.0
42435,[42574],Algorithm design bug,3,0,1.2
42446,[44706],Version compatibility bug,3,0,0.5
42549,[42420],Build bug,5,1,-0.23076923076923078
42578,[42831],Algorithm design bug,1,0,-3.0
42588,[50659],Processor bug,5,1,-0.09090909090909091
42616,[42703],Data bug,2,1,1.0
42695,[43137],Data bug,3,1,0.0
42908,[42909],Data bug,2,0,0.0
42955,[42962],Data bug,1,0,-0.5
42998,[43053],Version compatibility bug,1,0,0.5
43057,[43063],Version compatibility bug,4,0,0.4
43141,[44720],Processor bug,3,1,0.5
43192,[46726],Performance bug,5,1,0.45454545454545453
43216,[43485],Build bug,3,0,0.0
43265,[43683],Build bug,5,0,0.7777777777777778
43360,43466,Data bug,2,1,0.4444444444444444
43405,[43626],Algorithm design bug,3,1,0.9230769230769231
43414,[43627],Algorithm design bug,3,0,0.7
43455,[43462],Data bug,2,0,-0.6666666666666666
43476,[44391],Algorithm design bug,4,0,-0.42857142857142855
43477,[44788],Algorithm design bug,6,0,0.5909090909090909
43514,[43538],Processor bug,3,1,-0.2222222222222222
43607,[44085],Build bug,3,0,0.6666666666666666
43665,[48423],Deployment bug,7,0,0.5
43709,[44747],Build bug,2,0,-0.6666666666666666
43723,[44032],Processor bug,5,1,1.0833333333333333
43768,43775,Processor bug,3,1,0.0
43837,[43935],Performance bug,5,0,0.30303030303030304
43874,[78411],Data bug,6,1,-0.23076923076923078
44107,[44375],Deployment bug,2,0,-0.5
44206,[48675],Performance bug,7,0,0.2857142857142857
44273,[44281],Processor bug,4,1,0.375
44384,[45550],Build bug,4,0,1.5
44470,[43532],Build bug,4,1,1.25
44472,[44789],Processor bug,7,0,0.5555555555555556
44530,[49111],Data bug,3,0,0.8421052631578947
44531,[44633],Algorithm design bug,2,0,-0.5
44599,[44603],Build bug,2,0,0.21428571428571427
44687,[53282],Data bug,3,0,0.4
44714,[47022],Processor bug,10,1,0.03571428571428571
44792,[45248],Algorithm design bug,3,1,-0.5
44892,44891,Deployment bug,2,1,1.5
45062,[45052],Build bug,2,0,1.6666666666666667
45108,[45382],Code bug,3,1,0.23076923076923078
45113,[45963],Data bug,4,1,0.07142857142857142
45172,[45224],Algorithm design bug,3,1,0.0
45184,45200,Data bug,2,1,1.0
45269,[45487],Data bug,4,1,-1.2
45271,[45278],Test bug,1,0,3.0
45274,[45557],Test bug,2,1,-0.25
45324,[45329],Processor bug,3,0,-0.75
45357,[46558],Algorithm design bug,5,1,-0.375
45427,51841,Memory bug,2,0,0.0
45431,45432,Data bug,2,1,0.3333333333333333
45494,[45983],Test bug,5,0,0.0
45558,45559,Deployment bug,2,0,0.0
45581,[49280],Data bug,4,1,0.0
45687,[56659],Algorithm design bug,5,0,-0.5714285714285714
45721,[45802],Processor bug,2,1,0.25
45724,[46001],Processor bug,7,1,0.15384615384615385
45816,[46264],Deployment bug,6,1,0.35
45824,45825,Deployment bug,2,0,0.0
45834,[60125],Documentation bug,4,0,-0.7142857142857143
45835,[45956],Code bug,4,0,0.8333333333333334
45838,[46082],Build bug,5,0,0.3333333333333333
45902,46285,Deployment bug,2,1,0.5
45904,[65847],Deployment bug,6,0,0.2857142857142857
45922,[46002],Build bug,2,0,0.0
45964,[48651],Data bug,4,1,0.09090909090909091
46020,[46028],Deployment bug,1,0,1.5
46242,[46296],Version compatibility bug,6,1,0.125
46277,[49324],Code bug,3,1,0.4166666666666667
46326,[46969],Code bug,3,0,0.25
46536,[48429],Test bug,4,0,-0.14285714285714285
46557,[46625],Processor bug,4,1,0.0
46561,[46563],Processor bug,4,0,0.2727272727272727
46681,[46831],Data bug,1,1,0.0
46682,[47057],Deployment bug,2,1,0.8
46702,[55364],Processor bug,5,1,0.25
46764,[46997],Data bug,5,1,-0.18181818181818182
46814,[46917],Processor bug,3,1,0.2
46848,[47081],Data bug,2,1,0.0
46849,[53843],Algorithm design bug,7,1,0.65
46930,[46932],Version compatibility bug,7,0,0.03333333333333333
46964,[47393],Version compatibility bug,3,0,0.5
46982,47048,Processor bug,2,1,1.0
47007,[47031],Version compatibility bug,4,1,0.26666666666666666
47038,[51806],Version compatibility bug,16,0,0.0
47061,[52016],Algorithm design bug,2,1,0.0
47160,[47271],Data bug,6,1,0.38235294117647056
47176,[47552],Algorithm design bug,3,1,0.10526315789473684
47272,[47026],Data bug,7,0,0.2222222222222222
47292,[47805],Build bug,4,0,-0.375
47295,[49533],Code bug,8,1,0.5416666666666666
47313,[47664],Code bug,5,1,1.4615384615384615
47377,[47404],Build bug,3,0,1.0
47449,[47580],Test bug,2,0,1.0
47460,[47602],Build bug,3,0,-0.6
47493,[47492],Code bug,5,0,0.38461538461538464
47499,[47564],Data bug,2,1,1.5
47528,[48297],Deployment bug,4,1,-0.2
47529,[47603],Build bug,5,0,0.3333333333333333
47578,[47579],Algorithm design bug,3,0,2.6
47594,[47724],Algorithm design bug,4,0,1.75
47617,47618,Code bug,1,0,2.0
47629,[47898],Processor bug,2,0,0.0
47671,[49272],Algorithm design bug,5,1,0.08333333333333333
47776,[48120],Test bug,5,0,-0.1111111111111111
47851,[47930],Algorithm design bug,5,0,-0.2
47934,[48254],Data bug,6,1,2.142857142857143
47948,[48217],Data bug,3,0,0.8333333333333334
47979,[48126],Performance bug,4,0,1.0
48049,[48696],Memory bug,8,1,0.8571428571428571
48110,[49069],Processor bug,4,1,0.40625
48200,[48455],Version compatibility bug,5,0,-0.7058823529411765
48230,[53854],Test bug,4,0,-1.0
48299,[48363],Data bug,3,1,0.5
48304,[48571],Build bug,3,0,1.25
48351,48637,Data bug,2,1,1.1818181818181819
48393,[48446],Processor bug,4,1,-0.14285714285714285
48527,[48656],Data bug,2,0,0.8571428571428571
48568,[49778],Build bug,2,0,0.25
48573,[64304],Processor bug,9,0,0.0
48585,[48655],Processor bug,4,1,0.2727272727272727
48591,[80331],Test bug,3,0,-0.5
48617,48618,Code bug,3,0,0.4
48666,48669,Data bug,1,0,0.0
48724,[49173],Build bug,3,0,1.25
48841,[53480],Data bug,12,1,-0.3333333333333333
48879,[48935],Test bug,5,0,0.42105263157894735
48901,[49273],Data bug,4,0,0.7777777777777778
49010,[49020],Build bug,4,0,-0.03333333333333333
49046,[56639],Algorithm design bug,6,1,0.7142857142857143
49052,49685,Documentation bug,3,0,0.875
49075,[49004],Data bug,3,1,1.8571428571428572
49362,49425,Deployment bug,2,0,1.0
49432,[49693],Test bug,2,0,1.0
49601,[50565],Processor bug,5,1,0.75
49617,[51182],Version compatibility bug,4,0,-0.3333333333333333
49683,[50361],Algorithm design bug,6,1,0.16666666666666666
49730,[50126],Algorithm design bug,8,1,0.3333333333333333
49739,[49813],Deployment bug,2,0,1.3333333333333333
49769,[57942],Data bug,6,0,1.125
49878,[49937],Data bug,3,1,-0.3333333333333333
49889,[49895],Processor bug,4,1,0.6666666666666666
49918,[49963],Test bug,2,0,0.6
49928,[51569],Processor bug,4,1,1.0
49952,[51179],Processor bug,3,0,0.5
49977,[50019],Data bug,3,1,1.6
49982,[50325],Processor bug,5,1,1.2777777777777777
49998,[51317],Data bug,11,1,0.30434782608695654
50042,[54890],Algorithm design bug,7,0,0.5925925925925926
50153,[59802],Performance bug,6,0,-0.2727272727272727
50209,66235,Code bug,3,1,-0.25
50211,[50212],Build bug,1,0,2.0
50378,[51053],Data bug,5,0,1.1818181818181819
50439,[50640],Build bug,4,0,0.38461538461538464
50454,[51951],Deployment bug,3,1,0.8333333333333334
50661,[52550],Test bug,3,0,0.0
50662,[51330],Test bug,2,0,-0.5
50730,[50773],Build bug,2,0,0.0
50821,[51374],Code bug,1,0,0.0
50844,[50892],Processor bug,3,0,0.8
50967,[51626],Algorithm design bug,4,1,-0.2
51023,[51299],Code bug,2,0,0.5
51026,[51787],Build bug,6,0,0.2631578947368421
51036,[51240],Processor bug,4,1,0.0
51040,[51258],Deployment bug,1,0,1.0
51042,[51128],Version compatibility bug,4,1,0.2
51132,[51217],Build bug,2,0,0.7142857142857143
51141,[51335],Documentation bug,2,0,3.6666666666666665
51176,[55268],Deployment bug,2,1,0.5
51183,[79269],Deployment bug,7,0,0.23076923076923078
51349,[51610],Memory bug,4,1,1.0
51352,[51443],Algorithm design bug,4,1,1.0
51430,[81839],Algorithm design bug,8,0,0.6
51434,[51635],Code bug,1,0,-1.0
